area,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,price_per_sft
2100,4,6,1,2nd,Tiled,"Chattogram City, Chattogram, Bangladesh",Negotiable
1700,3,3,Space,Ground,1,"New Market, Dhaka, Bangladesh",Negotiable
1245,2,3,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1217,2,3,1,5th,3,"Chattogram City, Chattogram, Bangladesh",Negotiable
825,1,2,Space,2nd,,"Cumilla City, Cumilla, Bangladesh",Negotiable
700,1,2,1,Ground,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,286.00৳"
1248,2,3,1,4th,3,"Chattogram City, Chattogram, Bangladesh",Negotiable
1943,2,3,1,3rd, Other,"Chattogram City, Chattogram, Bangladesh","8,492.00৳"
963,1,2,1,3rd,Tiled,"Chattogram City, Chattogram, Bangladesh",Negotiable
1250,2,3,1,2nd,Tiled,"Chattogram City, Chattogram, Bangladesh","4,500.00৳"
850,1,2,1,2nd, Other,"Mirpur, Dhaka, Bangladesh","42,00,000.00৳"
1100,2,3,Space,5th,,"Mirpur, Dhaka, Bangladesh","55,00,000.00৳"
1575,2,3,2,7th,,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
2200,3,4,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","7,000.00৳"
1000,1,2,1,4th,Tiled,"Manikganj Sadar, Manikganj, Bangladesh","2,850.00৳"
2050,2,4,1,3rd,3,"Chattogram City, Chattogram, Bangladesh","5,000.00৳"
1250,3,3,2,10th,4,"Chattogram City, Chattogram, Bangladesh","3,800.00৳"
985,1,2,1,2nd,Tiled,"Manikganj Sadar, Manikganj, Bangladesh","2,850.00৳"
1235,2,3,1,9th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,400.00৳"
1706,2,3,1,4th,2,"Chattogram City, Chattogram, Bangladesh","6,000.00৳"
800,1,3,Space,Ground,,"Rajshahi City, Rajshahi, Bangladesh",Negotiable
1150,3,3,1,10th,3,"Chattogram City, Chattogram, Bangladesh","3,800.00৳"
1000,2,2,Space,3rd,,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
1000,1,3,1,4th,Tiled,"Pallabi , Dhaka, Bangladesh","5,600.00৳"
1800,2,3,Space,2nd,1,"Banashree, Dhaka, Bangladesh",Negotiable
780,2,2,Space,Ground,1,"Rampura, Dhaka, Bangladesh",Negotiable
850,1,3,1,6th,Tiled,"Ramna, Dhaka, Bangladesh",Negotiable
965,3,3,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,400.00৳"
1210,2,3,1,9th,Tiled,"Narayanganj, Narayanganj, Bangladesh","4,300.00৳"
1040,1,3,1,3rd,Tiled,"Khilgaon, Dhaka, Bangladesh","3,800.00৳"
1875,1,3,Space,3rd,,"Ramna, Dhaka, Bangladesh","9,600.00৳"
1410,3,3,Space,5th,Tiled,"Cantonment, Dhaka, Bangladesh","5,500.00৳"
1140,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,964.00৳"
2200,3,4,1,2nd,2,"DOHS Mirpur, Dhaka, Bangladesh","6,700.00৳"
6,2,3,1,6th,Tiled,"Tongi, Dhaka, Bangladesh","2,800.00৳"
1250,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","9,200.00৳"
1400,2,3,1,1st,Tiled,"Chattogram City, Chattogram, Bangladesh",Negotiable
1675,4,3,Space,Ground,,"Mohammadpur , Dhaka, Bangladesh","10,176.00৳"
1900,2,3,1,1st,2,"Moghbazar, Dhaka, Bangladesh","7,300.00৳"
1300,2,4,1,4th, Other,"Mohammadpur , Dhaka, Bangladesh","9,231.00৳"
2035,3,4,1,9th,Tiled,"Sylhet City, Sylhet, Bangladesh","4,200.00৳"
950,1,5,1,2nd,Tiled,"Khilgaon, Dhaka, Bangladesh",Negotiable
720,1,2,1,2nd,Tiled,"Kalabagan, Dhaka, Bangladesh","6,390.00৳"
725,2,2,Space,6th,,"Mohammadpur , Dhaka, Bangladesh","4,850.00৳"
10000,2,3,1,5th,3,"Ramna, Dhaka, Bangladesh",Negotiable
2200,3,4,1,3rd,Tiled,"Rampura, Dhaka, Bangladesh","5,400.00৳"
975,1,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,102.00৳"
1300,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",Negotiable
1785,3,4,Space,7th,,"Paltan, Dhaka, Bangladesh","7,000.00৳"
3119,2,4,1,18th,4,"Ramna, Dhaka, Bangladesh","8,000.00৳"
1250,3,3,Space,8th,1,", Dhaka, Bangladesh","4,000.00৳"
1294,2,3,1,7th, Other,"Kallaynpur, Dhaka, Bangladesh","4,600.00৳"
1150,2,3,1,7th,Tiled,"Chattogram City, Chattogram, Bangladesh","4,300.00৳"
975,1,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","3,590.00৳"
850,1,2,Space,2nd,,"Rampura, Dhaka, Bangladesh","5,647.00৳"
1300,2,3,1,5th,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1415,3,3,1,1st,Tiled,"Chattogram City, Chattogram, Bangladesh","5,500.00৳"
1100,2,3,1,2nd,Tiled,"Motijheel, Dhaka, Bangladesh","5,500.00৳"
1720,2,3,1,9th,3,"Ramna, Dhaka, Bangladesh","8,800.00৳"
850,1,2,1,5th,,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1155,2,3,1,4th,Tiled,"Farmgate, Dhaka, Bangladesh",Negotiable
1500,2,3,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","4,950.00৳"
1720,2,3,1,13th,3,"Ramna, Dhaka, Bangladesh","8,800.00৳"
1250,2,3,1,6th,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1600,1,2,1,3rd,Tiled,"Sylhet City, Sylhet, Bangladesh","2,500.00৳"
3100,3,4,1,20th,7,"New Market, Dhaka, Bangladesh","6,000.00৳"
1300,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
650,1,1,Space,3rd,,"Moghbazar, Dhaka, Bangladesh","3,692.00৳"
1840,2,3,1,19th,3,"New Market, Dhaka, Bangladesh","5,500.00৳"
1200,1,2,1,1st,Tiled,"Narayanganj, Narayanganj, Bangladesh","6,250.00৳"
995,1,2,1,5th,Tiled,"New Market, Dhaka, Bangladesh",Negotiable
1000,1,2,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,800.00৳"
910,1,3,1,4th,Tiled,"Khilgaon, Dhaka, Bangladesh","3,800.00৳"
1200,1,3,1,6th,Tiled,"Shyamoli, Dhaka, Bangladesh","6,083.00৳"
1050,1,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,700.00৳"
1450,2,3,1,5th,Tiled,"Malibagh, Dhaka, Bangladesh","6,500.00৳"
2200,2,4,1,4th,1,"Paltan, Dhaka, Bangladesh","8,500.00৳"
1250,2,3,1,4th,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1240,2,3,1,1st,Tiled,"Mirpur, Dhaka, Bangladesh",Negotiable
750,1,2,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
600,1,2,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,666.00৳"
1210,2,3,1,4th,2,"Savar, Dhaka, Bangladesh","2,700.00৳"
1780,2,3,1,10th,2,"Ramna, Dhaka, Bangladesh",Negotiable
2100,3,4,1,5th,4,"Chattogram City, Chattogram, Bangladesh","4,500.00৳"
660,1,2,1,2nd,1,"Narayanganj, Narayanganj, Bangladesh","3,182.00৳"
1380,3,3,1,3rd,Mosaic,"Motijheel, Dhaka, Bangladesh","5,435.00৳"
1030,2,3,1,2nd,Mosaic,"Narayanganj, Narayanganj, Bangladesh","4,000.00৳"
2200,4,4,1,3rd,3,"DOHS Mirpur, Dhaka, Bangladesh","7,000.00৳"
860,1,2,1,14th,Tiled,"Motijheel, Dhaka, Bangladesh","6,000.00৳"
950,1,2,1,8th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
1440,2,3,1,2nd,Mosaic,"New Market, Dhaka, Bangladesh",Negotiable
1025,1,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,500.00৳"
1270,1,3,1,6th,Mosaic,"New Market, Dhaka, Bangladesh",Negotiable
1170,1,3,1,5th,Mosaic,"New Market, Dhaka, Bangladesh",Negotiable
1550,2,3,1,5th,Tiled,"Chattogram City, Chattogram, Bangladesh","4,000.00৳"
1300,2,3,1,2nd,Tiled,"Chattogram City, Chattogram, Bangladesh","4,000.00৳"
1450,2,3,1,1st,Mosaic,"Chattogram City, Chattogram, Bangladesh","4,690.00৳"
1384,2,3,1,Ground,Tiled,"Bandarban Sadar, Bandarban, Bangladesh","4,200.00৳"
1113,2,3,1,5th,3,"Chattogram City, Chattogram, Bangladesh","5,391.00৳"
1455,2,3,1,1st,Mosaic,"Chattogram City, Chattogram, Bangladesh","4,674.00৳"
1750,3,4,1,2nd,2,"Chattogram City, Chattogram, Bangladesh","5,714.00৳"
1618,3,3,1,4th,2,"Chattogram City, Chattogram, Bangladesh","6,180.00৳"
1504,1,4,1,3rd,Mosaic,"Chattogram City, Chattogram, Bangladesh",Negotiable
825,1,2,1,1st,Mosaic,"Chattogram City, Chattogram, Bangladesh","4,242.00৳"
1150,2,3,1,7th,Tiled,"Khulna City, Khulna, Bangladesh","3,500.00৳"
1050,1,3,1,3rd,Mosaic,"Chattogram City, Chattogram, Bangladesh","5,714.00৳"
1407,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","3,800.00৳"
1200,1,3,1,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,400.00৳"
1200,1,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,400.00৳"
1322,2,3,1,2nd,Mosaic,"Banashree, Dhaka, Bangladesh",Negotiable
1725,3,4,1,1st,1,"Rampura, Dhaka, Bangladesh",Negotiable
1470,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,100.00৳"
1050,2,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","4,000.00৳"
1100,2,3,1,4th,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1312,2,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","3,800.00৳"
900,2,4,1,6th,Tiled,"New Market, Dhaka, Bangladesh","5,000.00৳"
1150,1,3,1,7th,1,"New Market, Dhaka, Bangladesh","5,500.00৳"
970,1,3,Space,3rd,,"Mohammadpur , Dhaka, Bangladesh","4,433.00৳"
1050,1,3,1,3rd,Tiled,"Farmgate, Dhaka, Bangladesh",Negotiable
885,1,2,1,1st,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1506,2,3,1,8th,4,"Ullapara, Chattogram, Bangladesh","7,000.00৳"
1075,2,3,1,3rd,Tiled,"Farmgate, Dhaka, Bangladesh",Negotiable
900,1,3,1,4th,Tiled,"Sherpur Sadar, Sherpur, Bangladesh","2,700.00৳"
1800,2,4,1,3rd,Mosaic,"Chattogram City, Chattogram, Bangladesh","7,500.00৳"
1100,2,3,1,1st,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","6,500.00৳"
1000,1,2,1,2nd,Mosaic,"Chattogram City, Chattogram, Bangladesh","3,600.00৳"
1150,1,3,1,3rd,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
750,1,1,Space,10th,,"Paltan, Dhaka, Bangladesh","12,000.00৳"
510,1,2,Space,1st,,"Cumilla City, Cumilla, Bangladesh","5,490.00৳"
950,1,2,1,6th,Tiled,"Rampura, Dhaka, Bangladesh","4,000.00৳"
1300,2,3,1,7th,Tiled,"Malibagh, Dhaka, Bangladesh","8,000.00৳"
1000,1,3,1,1st,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1085,2,3,1,3rd,Tiled,"Rajshahi City, Rajshahi, Bangladesh","3,300.00৳"
1745,2,3,1,4th,1,"Farmgate, Dhaka, Bangladesh",Negotiable
900,1,2,1,4th,Tiled,"Rampura, Dhaka, Bangladesh",Negotiable
1120,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",Negotiable
1050,2,3,1,1st,Tiled,"Farmgate, Dhaka, Bangladesh","5,500.00৳"
800,1,2,1,6th,Tiled,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1200,3,3,Space,7th,,"Rajshahi City, Rajshahi, Bangladesh","3,450.00৳"
1200,3,3,Space,4th,,"Rajshahi City, Rajshahi, Bangladesh","3,450.00৳"
1200,2,3,1,1st,Tiled,"Rajshahi City, Rajshahi, Bangladesh","3,450.00৳"
1500,1,3,1,5th,2,"Ramna, Dhaka, Bangladesh","10,000.00৳"
1372,2,3,1,Ground,Mosaic,"New Market, Dhaka, Bangladesh",Negotiable
1541,3,3,1,5th,Tiled,"Rajshahi City, Rajshahi, Bangladesh","2,800.00৳"
1313,2,3,1,7th,Tiled,"Rajshahi City, Rajshahi, Bangladesh","3,000.00৳"
1200,1,3,1,3rd,Tiled,"Sylhet City, Sylhet, Bangladesh","2,550.00৳"
1229,2,3,1,8th,Tiled,"Chattogram City, Chattogram, Bangladesh","3,500.00৳"
1615,2,3,1,9th, Other,", Dhaka, Bangladesh",Negotiable
2017,3,4,1,2nd,Tiled,"Ramna, Dhaka, Bangladesh","9,000.00৳"
1455,2,3,1,6th,Mosaic,"Ramna, Dhaka, Bangladesh","7,500.00৳"
1030,1,3,1,5th,Mosaic,"Savar, Dhaka, Bangladesh","3,883.00৳"
1760,3,3,1,4th,Tiled,"Sylhet City, Sylhet, Bangladesh","3,200.00৳"
1255,2,3,1,6th,Mosaic,"Rampura, Dhaka, Bangladesh","4,500.00৳"
1320,3,4,1,2nd,,"Sylhet City, Sylhet, Bangladesh","3,800.00৳"
1615,2,3,1,10th, Other,", Dhaka, Bangladesh",Negotiable
1100,1,2,1,1st,Tiled,"Sylhet City, Sylhet, Bangladesh","2,727.00৳"
1160,2,3,1,9th,Tiled,"Rampura, Dhaka, Bangladesh","5,172.00৳"
2009,3,3,1,3rd,3,"Ramna, Dhaka, Bangladesh","8,000.00৳"
1025,1,3,1,3rd,Tiled,"Rampura, Dhaka, Bangladesh","6,342.00৳"
1615,2,3,1,8th, Other,", Dhaka, Bangladesh",Negotiable
2080,3,4,1,1st,3,"Shyamoli, Dhaka, Bangladesh","6,250.00৳"
1155,2,3,1,7th,Tiled,"Rampura, Dhaka, Bangladesh","4,329.00৳"
1615,2,3,1,7th, Other,", Dhaka, Bangladesh",Negotiable
1615,2,3,1,7th, Other,", Dhaka, Bangladesh",Negotiable
1071,3,3,Space,1st,,"Rajshahi City, Rajshahi, Bangladesh","3,600.00৳"
1071,3,3,Space,5th,,"Rajshahi City, Rajshahi, Bangladesh","3,600.00৳"
1140,2,3,Space,1st,,"Tejgaon, Dhaka, Bangladesh","4,500.00৳"
1150,1,3,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","5,220.00৳"
1030,2,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","3,700.00৳"
2400,3,4,1,4th,Tiled,"Sylhet City, Sylhet, Bangladesh","4,000.00৳"
3,3,3,3,5th,3,"Chattogram City, Chattogram, Bangladesh","5,200.00৳"
1200,1,3,1,3rd,1,"Rajshahi City, Rajshahi, Bangladesh","5,417.00৳"
800,1,2,1,1st,Tiled,"Rajshahi City, Rajshahi, Bangladesh",Negotiable
1625,2,3,1,2nd,Mosaic,"Rajshahi City, Rajshahi, Bangladesh","3,200.00৳"
