area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_sft,property_type
1956,2,2,3,1,8th,,"Baridhara, Dhaka, Bangladesh",1,"15,000.00৳",Apartment
1350,2,2,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"5,200.00৳",Apartment
1400,2,2,3,1,5th,,"Cumilla City, Cumilla, Bangladesh",,"4,200.00৳",Apartment
1400,2,2,3,1,13th,,"Motijheel, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
2200,3,1,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment
2800,3,3,4,1,3rd,,"Baridhara, Dhaka, Bangladesh",2,"8,500.00৳",Apartment
1143,2,2,3,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"5,400.00৳",Apartment
1520,3,2,3,,5th,,"Chattogram City, Chattogram, Bangladesh",,"8,500.00৳",Apartment
2965,3,3,3,,5th,,"Gulshan 1, Dhaka, Bangladesh",1,"16,863.00৳",Apartment
1300,2,3,3,1,9th,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,461.00৳",Apartment
1025,1,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,"5,860.00৳",Apartment
3835,2,4,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",2,"8,200.00৳",Apartment
1130,2,3,3,1,10th,,"Faridpur Sadar, Faridpur, Bangladesh",,Negotiable,Apartment
1600,2,3,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1350,2,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,666.67৳",Apartment
1850,2,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1490,2,3,3,1,5th,,"Rampura, Dhaka, Bangladesh",1,"6,711.41৳",Apartment
705,1,1,2,1,3rd,,"Shah Ali, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1875,2,4,3,1,4th,,"Kafrul, Dhaka, Bangladesh",,Negotiable,Apartment
1165,1,2,3,1,1st,,"Dhanmondi, Dhaka, Bangladesh",,"8,000.00৳",Apartment
2350,2,5,4,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",,"5,250.00৳",Apartment
2140,2,3,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"14,719.63৳",Apartment
1850,2,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1500,2,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,20,00,000.00৳",Apartment
1570,2,4,3,1,3rd,,"Kafrul, Dhaka, Bangladesh",1,"5,095.00৳",Apartment
1075,1,1,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,050.00৳",Apartment
1245,1,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"7,648.95৳",Apartment
1596,2,2,3,1,6th,,"Kafrul, Dhaka, Bangladesh",1,"90,00,000.00৳",Apartment
1300,2,2,3,1,6th,,"Kafrul, Dhaka, Bangladesh",1,"5,384.00৳",Apartment
760,1,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment
14000,2,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"92,00,000.00৳",Apartment
1200,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",,"4,800.00৳",Apartment
1090,1,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"5,963.30৳",Apartment
1200,1,2,2,1,Ground,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,083.00৳",Apartment
760,1,2,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"38,00,000.00৳",Apartment
1797,2,4,3,1,12th,,"Mirpur, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1400,2,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
2200,2,2,3,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,955.00৳",Apartment
1,3,3,3,1,2nd,,"Savar, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1300,2,,3,1,9th,,", , ",1,"5,500.00৳",Apartment
1140,2,1,2,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
2750,2,2,3,1,4th,,"DOHS Baridhara, Dhaka, Bangladesh",,Negotiable,Apartment
1760,2,2,3,1,10th,,"Banani, Dhaka, Bangladesh",1,"11,420.00৳",Apartment
1720,3,3,3,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"6,100.00৳",Apartment
2700,3,3,3,,4th,,"Baridhara, Dhaka, Bangladesh",2,"18,703.00৳",Apartment
2800,3,4,4,1,5th,,"DOHS Baridhara, Dhaka, Bangladesh",1,Negotiable,Apartment
700,1,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"4,570.00৳",Apartment
1000,1,1,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment
3000,2,5,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,"15,000.00৳",Apartment
956,1,2,3,1,8th,,"Mohammadpur , Dhaka, Bangladesh",,"6,277.00৳",Apartment
1070,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment
4,1,3,2,1,6th,,"Narayanganj, Narayanganj, Bangladesh",,"3,500.00৳",Apartment
2300,2,2,3,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1400,2,3,3,1,2nd,,"New Market, Dhaka, Bangladesh",,"11,000.00৳",Apartment
1725,3,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1100,1,1,3,1,1st,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,818.18৳",Apartment
1200,2,2,3,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,666.67৳",Apartment
1263,2,2,3,1,1st,,", , ",1,Negotiable,Apartment
1000,1,2,2,1,4th,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
360,1,1,1,,4th,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment
1725,2,4,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"9,000.00৳",Apartment
4,1,1,2,1,3rd,,", , ",1,"6,30,000.00৳",Apartment
1739,2,3,3,1,3rd,,"Moghbazar, Dhaka, Bangladesh",,"7,750.00৳",Apartment
1738,2,3,3,1,3rd,,", , ",1,Negotiable,Apartment
1350,1,,3,2,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"7,900.00৳",Apartment
1856,2,3,3,1,9th,,", , ",1,Negotiable,Apartment
1180,1,,3,1,1st,,"Mirpur, Dhaka, Bangladesh",1,"3,390.00৳",Apartment
650,1,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"9,300.00৳",Apartment
1441,2,2,3,1,9th,,", , ",1,Negotiable,Apartment
1835,2,3,3,1,1st,,"Moghbazar, Dhaka, Bangladesh",,"7,750.00৳",Apartment
,,,,,1st,,"Singiar, Manikganj, Bangladesh",,Negotiable,Apartment
750,1,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"3,067.00৳",Apartment
1684,2,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1350,2,2,3,1,4th,,", , ",,"4,200.00৳",Apartment
1100,2,4,3,1,3rd,,", , ",,"4,500.00৳",Apartment
1200,2,3,4,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
1133,2,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"4,060.00৳",Apartment
1720,3,4,3,,3rd,,"Malibagh, Dhaka, Bangladesh",,"7,000.00৳",Apartment
650,1,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"3,846.00৳",Apartment
1000,1,2,2,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"4,300.00৳",Apartment
1165,2,3,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1411,2,2,3,1,9th,,"Dhanmondi, Dhaka, Bangladesh",,"6,500.00৳",Apartment
850,1,2,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"5,530.00৳",Apartment
2220,3,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"20,000.00৳",Apartment
1550,2,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,800.00৳",Apartment
2540,4,4,4,1,11th,,"Baridhara, Dhaka, Bangladesh",2,"21,000.00৳",Apartment
870,1,2,2,1,4th,,"Badda, Dhaka, Bangladesh",,"4,600.00৳",Apartment
1000,1,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
660,1,2,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"4,545.00৳",Apartment
1550,1,1,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1350,2,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"5,926.00৳",Apartment
850,1,1,4,1,8th,,"Mirpur, Dhaka, Bangladesh",,"7,647.00৳",Apartment
1270,2,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"5,118.00৳",Apartment
1375,2,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1070,1,2,3,1,2nd,,"Daskhinkhan, Dhaka, Bangladesh",,"5,141.00৳",Apartment
1400,2,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1000,1,2,2,1,4th,,"Khilgaon, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
750,1,2,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"3,335.00৳",Apartment
1190,2,2,3,1,6th,,"Khulna City, Khulna, Bangladesh",,"3,200.00৳",Apartment
1412,2,1,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment
840,1,2,2,1,4th,,"Khilgaon, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
1700,3,4,4,1,6th,,"Banashree, Dhaka, Bangladesh",1,"5,882.00৳",Apartment
1140,2,3,3,1,3rd,,"Kallaynpur, Dhaka, Bangladesh",1,"6,600.00৳",Apartment
1900,2,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1300,2,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
850,1,1,3,1,4th,,"Lalbag, Dhaka, Bangladesh",,"7,500.00৳",Apartment
1700,2,3,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1020,2,2,3,1,5th,,"Basabo, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1518,2,3,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"8,600.00৳",Apartment
1500,2,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1250,2,3,3,1,12th,,"Mohammadpur , Dhaka, Bangladesh",,"8,400.00৳",Apartment
1115,1,2,2,1,7th,,"Chattogram City, Chattogram, Bangladesh",,"3,600.00৳",Apartment
1520,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"7,300.00৳",Apartment
710,2,1,2,,2nd,,"Pallabi , Dhaka, Bangladesh",,"39,00,000.00৳",Apartment
2154,2,3,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",2,"9,052.00৳",Apartment
1386,1,2,3,1,1st,,"Narayanganj, Narayanganj, Bangladesh",1,"5,500.00৳",Apartment
1710,3,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,730.00৳",Apartment
1250,2,3,3,1,11th,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1600,3,3,4,1,5th,,"Sylhet City, Sylhet, Bangladesh",,"3,000.00৳",Apartment
900,2,2,2,,1st,,"Mohammadpur , Dhaka, Bangladesh",,"7,777.78৳",Apartment
2560,3,4,4,1,9th,,"Baridhara, Dhaka, Bangladesh",2,"22,000.00৳",Apartment
2990,3,2,4,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"16,722.00৳",Apartment
1205,2,2,3,1,3rd,,"Paltan, Dhaka, Bangladesh",,"7,500.00৳",Apartment
1375,2,3,3,1,1st,,"Farmgate, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
2150,2,,2,1,3rd,,"Nikunja, Dhaka, Bangladesh",1,"34,883.00৳",Apartment
870,1,2,2,1,6th,,"Cox's Bazar Sadar, Cox's Bazar, Bangladesh",,Negotiable,Apartment
1250,1,2,3,1,3rd,,"Cantonment, Dhaka, Bangladesh",,"10,000.00৳",Apartment
1435,2,4,3,1,7th,,"Dhanmondi, Dhaka, Bangladesh",1,"10,452.00৳",Apartment
1324,2,3,3,1,10th,,"Malibagh, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1220,2,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"10,245.00৳",Apartment
1450,2,3,3,1,1st,,"Rampura, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1150,2,3,3,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"5,655.00৳",Apartment
1400,2,2,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1210,1,2,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"4,550.00৳",Apartment
900,1,2,2,1,6th,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1985,2,5,3,1,4th,,"Uttara West, Dhaka, Bangladesh",1,"9,070.00৳",Apartment
1000,1,2,2,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
950,1,1,3,1,3rd,,"Farmgate, Dhaka, Bangladesh",1,"6,315.00৳",Apartment
1240,2,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"4,525.00৳",Apartment
1700,2,2,3,1,3rd,,"Farmgate, Dhaka, Bangladesh",1,"14,710.00৳",Apartment
900,1,2,2,1,14th,,"Dhanmondi, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1500,2,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"5,700.00৳",Apartment
2250,2,3,3,1,1st,,"DOHS Mirpur, Dhaka, Bangladesh",1,"2,10,00,000.00৳",Apartment
1650,3,3,3,1,4th,,"Rampura, Dhaka, Bangladesh",1,"6,666.67৳",Apartment
2360,4,4,4,,4th,,"Chattogram City, Chattogram, Bangladesh",,"5,000.00৳",Apartment
1000,2,,3,,2nd,,"Khulna City, Khulna, Bangladesh",,"45,000.00৳",Apartment
2540,3,3,4,1,11th,,"Baridhara, Dhaka, Bangladesh",1,"19,700.00৳",Apartment
1550,2,3,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"6,775.00৳",Apartment
1850,2,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",,"1,53,00,000.00৳",Apartment
1025,2,2,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
920,1,1,3,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1,2,2,3,1,3rd,,"Ramna, Dhaka, Bangladesh",,"12,000.00৳",Apartment
1327,2,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1700,3,,3,,7th,,", , ",1,"8,500.00৳",Apartment
754,1,2,2,1,7th,,"Mirpur, Dhaka, Bangladesh",,"4,973.00৳",Apartment
1200,3,,3,1,7th,,", , ",,"6,500.00৳",Apartment
1390,2,4,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"7,800.00৳",Apartment
1680,3,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment
850,1,1,3,1,4th,,", , ",,"7,500.00৳",Apartment
4560,3,,3,,1st,,", , ",1,"13,500.00৳",Apartment
1400,3,2,3,,7th,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1680,2,3,4,1,2nd,,"Banashree, Dhaka, Bangladesh",,"5,400.00৳",Apartment
1300,2,3,3,1,7th,,"Dhanmondi, Dhaka, Bangladesh",,"93,00,000.00৳",Apartment
1300,2,2,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"5,390.00৳",Apartment
1200,2,,3,1,4th,,", , ",,"6,200.00৳",Apartment
1225,2,,3,1,7th,,"Mirpur, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1150,1,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1200,2,3,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"7,000.00৳",Apartment
1350,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"7,037.00৳",Apartment
1260,1,1,3,1,10th,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment
935,1,2,2,1,8th,,"Kafrul, Dhaka, Bangladesh",,Negotiable,Apartment
1220,3,2,3,1,8th,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1900,3,4,4,1,8th,,"Kalabagan, Dhaka, Bangladesh",,"11,000.00৳",Apartment
1090,1,2,3,1,4th,,"Kafrul, Dhaka, Bangladesh",,"5,045.00৳",Apartment
650,1,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"3,384.00৳",Apartment
2200,4,2,4,1,5th,,", , ",1,"8,500.00৳",Apartment
1700,2,,2,1,5th,,", , ",1,"11,800.00৳",Apartment
800,1,2,3,1,4th,,"Kafrul, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1130,2,2,3,1,3rd,,"Kafrul, Dhaka, Bangladesh",,"4,867.00৳",Apartment
2600,6,4,6,2,3rd,,"Khilgaon, Dhaka, Bangladesh",,"3,000.00৳",Apartment
1313,2,2,3,1,4th,,"Kafrul, Dhaka, Bangladesh",1,"4,570.00৳",Apartment
935,1,,2,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1350,2,3,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"5,555.00৳",Apartment
1735,2,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1600,3,3,4,1,2nd,,"Banashree, Dhaka, Bangladesh",,"4,200.00৳",Apartment
1678,3,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment
1210,1,2,3,1,8th,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1100,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1800,3,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment
1518,2,2,3,1,3rd,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,"7,905.00৳",Apartment
1200,3,1,3,,5th,,"Rupnagar, Dhaka, Bangladesh",1,"5,166.00৳",Apartment
2,1,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
630,2,2,2,1,5th,,"Rupnagar, Dhaka, Bangladesh",1,"3,810.00৳",Apartment
2350,2,2,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"13,500.00৳",Apartment
1315,2,3,3,1,9th,,"Kalabagan, Dhaka, Bangladesh",,"9,000.00৳",Apartment
2000,2,2,3,1,10th,,"Ramna, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
600,1,1,2,,6th,,"Rupnagar, Dhaka, Bangladesh",,"4,666.00৳",Apartment
1735,4,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,780.00৳",Apartment
1200,2,3,3,1,6th,,"Dhanmondi, Dhaka, Bangladesh",,"8,333.00৳",Apartment
1200,2,3,3,1,4th,,"Rupnagar, Dhaka, Bangladesh",1,"4,333.00৳",Apartment
1500,2,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
2050,2,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1550,2,3,3,2,8th,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment
1115,1,1,3,1,6th,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1570,2,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1550,2,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"4,600.00৳",Apartment
1125,2,3,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,778.00৳",Apartment
1550,2,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1240,2,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
995,2,2,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
7,2,2,2,,1st,,"Moulvibazar Sadar, Moulvibazar, Bangladesh",,"1,50,000.00৳",Apartment
1425,2,3,3,1,3rd,,"New Market, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1800,4,5,4,1,1st,,"Sylhet City, Sylhet, Bangladesh",,"4,500.00৳",Apartment
1300,2,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment
1030,1,2,2,1,6th,,"Banashree, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1400,2,1,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,642.00৳",Apartment
2950,3,3,4,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
900,1,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",1,"4,389.00৳",Apartment
1396,2,2,4,1,4th,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment
1500,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"4,400.00৳",Apartment
1403,2,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",,"7,127.00৳",Apartment
1400,2,3,3,1,9th,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,215.00৳",Apartment
935,1,2,2,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,700.00৳",Apartment
1145,2,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment
1650,2,3,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,300.00৳",Apartment
905,1,2,2,1,4th,,"Rampura, Dhaka, Bangladesh",1,"4,600.00৳",Apartment
1350,2,2,3,1,7th,,"Kalabagan, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1050,1,2,2,1,16th,,"Banashree, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1450,2,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
650,1,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1025,1,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",,"6,341.00৳",Apartment
1150,2,2,2,1,4th,,"Banashree, Dhaka, Bangladesh",,"4,087.00৳",Apartment
1400,2,2,3,1,7th,,"Malibagh, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1500,2,2,3,1,14th,,"Motijheel, Dhaka, Bangladesh",,"7,500.00৳",Apartment
700,1,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"6,428.00৳",Apartment
1069,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"4,209.00৳",Apartment
1300,2,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1300,2,2,3,1,1st,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1180,2,2,2,1,5th,,"Khulna City, Khulna, Bangladesh",,"3,800.00৳",Apartment
700,1,2,2,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"3,570.00৳",Apartment
816,1,1,2,1,8th,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1134,1,1,3,1,9th,,"Kafrul, Dhaka, Bangladesh",1,"4,850.00৳",Apartment
1300,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1800,1,2,3,1,4th,,"Khulna City, Khulna, Bangladesh",,"2,586.00৳",Apartment
1250,2,2,3,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1050,2,2,3,1,7th,,"Kafrul, Dhaka, Bangladesh",1,"4,762.00৳",Apartment
1510,2,3,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"9,933.00৳",Apartment
1245,2,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"6,024.00৳",Apartment
1300,2,3,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1185,1,2,1,1,7th,,"Chattogram City, Chattogram, Bangladesh",,"3,500.00৳",Apartment
1908,2,2,3,1,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1625,2,2,3,1,4th,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,230.00৳",Apartment
2056,3,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"6,500.00৳",Apartment
1654,3,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1200,2,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
935,2,3,3,1,8th,,"Mohammadpur , Dhaka, Bangladesh",,"4,812.00৳",Apartment
1700,2,2,3,1,6th,,"Khilkhet, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
700,2,1,2,,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"4,200.00৳",Apartment
1438,2,2,3,1,2nd,,"Paltan, Dhaka, Bangladesh",1,"6,676.00৳",Apartment
1400,2,1,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"7,850.00৳",Apartment
1700,3,3,4,1,7th,,"Banashree, Dhaka, Bangladesh",1,"4,700.00৳",Apartment
1800,3,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,900.00৳",Apartment
1450,2,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,550.00৳",Apartment
2600,2,3,3,1,3rd,,"Rampura, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1590,2,3,3,1,8th,,"Dhanmondi, Dhaka, Bangladesh",1,"11,000.00৳",Apartment
1680,2,4,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,547.00৳",Apartment
1550,2,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1550,2,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,130.00৳",Apartment
2377,3,3,4,1,9th,,"Rampura, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1000,1,2,2,1,3rd,,"New Market, Dhaka, Bangladesh",,Negotiable,Apartment
1500,3,1,3,1,2nd,,"Sylhet City, Sylhet, Bangladesh",1,"3,000.00৳",Apartment
1275,2,2,3,1,7th,,"Rampura, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1460,2,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment
1200,1,3,3,1,2nd,,"Sylhet City, Sylhet, Bangladesh",1,"2,650.00৳",Apartment
1355,2,2,3,1,8th,,"Malibagh, Dhaka, Bangladesh",,Negotiable,Apartment
1571,2,3,3,1,2nd,,"Kalabagan, Dhaka, Bangladesh",1,"9,000.00৳",Apartment
