amenities,area,building_type,location,num_bath_rooms,num_bed_rooms,price,purpose
Balcony or Terrace##Floor Level##View##Parking Spaces##: 1##Balcony or Terrace##Electricity Backup##Floor Level##View##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##Waste Disposal##Flooring##Lobby in Building##24 Hours Concierge##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,300 sqft",Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh,For Sale
Floor Level##View##Flooring##Balcony or Terrace##Central Heating##Lobby in Building##Floor Level##Electricity Backup##Service Elevators##View##Double Glazed Windows##Waste Disposal##Flooring##Elevators in Building##: 2##Balcony or Terrace##Freehold##Parking Spaces##: 1##Broadband Internet##Business Center##Conference Room##Intercom##Day Care Center##Barbeque Area##Lawn or Garden##Swimming Pool##CCTV Security##Cleaning Services,"1,520 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Flooring##Balcony or Terrace##Floor Level##View##Elevators in Building##: 1##Flooring##Balcony or Terrace##Electricity Backup##Floor Level##Lobby in Building##Freehold##View##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,335 sqft",Apartment,"Block A, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,89.44 Lakh,For Sale
Balcony or Terrace##Flooring##View##Floor Level##Balcony or Terrace##Flooring##Elevators in Building##: 1##Electricity Backup##View##Floor Level##Double Glazed Windows##Parking Spaces##: 1##Storage Areas##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"1,850 sqft",Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.6 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Central Heating##Double Glazed Windows##Floor Level##View##Balcony or Terrace##Electricity Backup##Flooring##Freehold##Lobby in Building##Waste Disposal##Elevators in Building##: 2##Service Elevators##Parking Spaces##: 1##Broadband Internet##Business Center##Conference Room##Intercom##Lawn or Garden##Swimming Pool##Day Care Center##Barbeque Area##CCTV Security##Cleaning Services,"1,535 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,96 Lakh,For Sale
Parking Spaces##: 1##Flooring##View##Floor Level##Waste Disposal##Lobby in Building##Elevators in Building##: 2##Service Elevators##Parking Spaces##: 1##Flooring##Freehold##24 Hours Concierge##View##Double Glazed Windows##Floor Level##Electricity Backup##Balcony or Terrace##Intercom##Broadband Internet##CCTV Security##Cleaning Services,"1,872 sqft",Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.7 Crore,For Sale
Balcony or Terrace##Flooring##View##Floor Level##Freehold##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##View##Elevators in Building##: 1##Floor Level##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,650 sqft,Apartment,"Kafrul, Dhaka",2 Beds,2 Beds,35 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##Parking Spaces##: 1##Electricity Backup##Flooring##Floor Level##Elevators in Building##: 1##Balcony or Terrace##Parking Spaces##: 1##Double Glazed Windows##View##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,684 sqft",Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Lobby in Building##Freehold##Electricity Backup##Elevators in Building##: 1##Floor Level##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,320 sqft",Apartment,"Block A, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,88.44 Lakh,For Sale
Parking Spaces##: 1##Floor Level##Balcony or Terrace##Flooring##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Lobby in Building##Flooring##Freehold##24 Hours Concierge##View##Electricity Backup##Waste Disposal##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##View##Elevators in Building##: 1##Floor Level##Balcony or Terrace##Flooring##Lobby in Building##Electricity Backup##Waste Disposal##Parking Spaces##: 1##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,300 sqft",Apartment,"Road No 1, Block J, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,55 Lakh,For Sale
Balcony or Terrace##View##Parking Spaces##: 1##Floor Level##Balcony or Terrace##View##Waste Disposal##Parking Spaces##: 1##Floor Level##Flooring##Broadband Internet##CCTV Security##Cleaning Services,980 sqft,Apartment,"New  A Block, 26 No. North Halishahar Ward, Halishahar, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
Flooring##Floor Level##View##Parking Spaces##: 1##Flooring##Floor Level##View##Waste Disposal##Parking Spaces##: 1##Balcony or Terrace##Broadband Internet##CCTV Security##Cleaning Services,980 sqft,Apartment,"New  A Block, 26 No. North Halishahar Ward, Halishahar, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
Flooring##Floor Level##View##Balcony or Terrace##Flooring##Floor Level##Elevators in Building##: 1##Lobby in Building##View##Electricity Backup##Freehold##Balcony or Terrace##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,250 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,62.5 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Freehold##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 2##Parking Spaces##: 1##Floor Level##Intercom##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"1,390 sqft",Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,1.01 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Freehold##Elevators in Building##: 1##Service Elevators##Flooring##Parking Spaces##: 1##24 Hours Concierge##CCTV Security##Cleaning Services,"1,227 sqft",Apartment,"Madartek, Bashabo, Dhaka",3 Beds,3 Beds,58 Lakh,For Sale
Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 2##Flooring##Freehold##Parking Spaces##: 1##View##Balcony or Terrace##Lobby in Building##Floor Level##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,390 sqft",Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,1.01 Crore,For Sale
Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Freehold##Electricity Backup##Balcony or Terrace##Lobby in Building##View##Flooring##Elevators in Building##: 1##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,62.5 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##Elevators in Building##: 2##Freehold##View##Lobby in Building##Balcony or Terrace##Electricity Backup##Flooring##Parking Spaces##: 1##Floor Level##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,390 sqft",Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,1.01 Crore,For Sale
Floor Level##View##Flooring##Balcony or Terrace##Floor Level##Electricity Backup##View##Flooring##Elevators in Building##: 1##Freehold##Balcony or Terrace##Lobby in Building##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,52.5 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##Parking Spaces##: 1##Flooring##24 Hours Concierge##Floor Level##Service Elevators##Balcony or Terrace##Elevators in Building##: 1##Parking Spaces##: 1##View##Freehold##CCTV Security##Cleaning Services,837 sqft,Apartment,"Madartek, Bashabo, Dhaka",2 Beds,2 Beds,42 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Electricity Backup##Balcony or Terrace##Lobby in Building##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##Floor Level##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,400 sqft",Apartment,"Block D, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh,For Sale
Flooring##Parking Spaces##: 1##Balcony or Terrace##Floor Level##Flooring##Parking Spaces##: 1##Electricity Backup##Freehold##Balcony or Terrace##Lobby in Building##Elevators in Building##: 1##Floor Level##View##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,400 sqft",Apartment,"Block D, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh,For Sale
View##Balcony or Terrace##Floor Level##Flooring##View##Lobby in Building##Waste Disposal##24 Hours Concierge##Balcony or Terrace##Elevators in Building##: 1##Freehold##Electricity Backup##Floor Level##Flooring##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,280 sqft",Apartment,"Road No 11, Block C, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,64 Lakh,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##Freehold##View##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Broadband Internet##Intercom##Cleaning Services,"1,300 sqft",Apartment,"Block A, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##Floor Level##Lobby in Building##Electricity Backup##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,366 sqft",Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,75.13 Lakh,For Sale
Flooring##Parking Spaces##: 1##Floor Level##View##Elevators in Building##: 1##Flooring##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Service Elevators##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,200 sqft",Apartment,"Char Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52 Lakh,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Service Elevators##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,200 sqft",Apartment,"Char Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52 Lakh,For Sale
Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##View##Flooring##Elevators in Building##: 1##Broadband Internet,"1,950 sqft",Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,3 Beds,1.3 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Service Elevators##Floor Level##Elevators in Building##: 1##Parking Spaces##: 1##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,800 sqft,Apartment,"Char Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",2 Beds,2 Beds,38 Lakh,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Lobby in Building##Flooring##Elevators in Building##: 2##Broadband Internet##Cleaning Services##Maintenance Staff,"1,330 sqft",Apartment,"Block F, Banasree, Dhaka",3 Beds,3 Beds,84 Lakh,For Sale
Floor Level##Flooring##View##Parking Spaces##: 1##Floor Level##Double Glazed Windows##Flooring##View##24 Hours Concierge##Parking Spaces##: 1##Balcony or Terrace,"1,300 sqft",Apartment,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
View##Parking Spaces##: 1##Floor Level##Balcony or Terrace##View##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Balcony or Terrace##Lobby in Building##Electricity Backup##Waste Disposal##Flooring##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,545 sqft",Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
Floor Level##Parking Spaces##: 1##View##Flooring##Floor Level##Lobby in Building##Electricity Backup##24 Hours Concierge##Parking Spaces##: 1##View##Waste Disposal##Flooring##Elevators in Building##: 1##Freehold##Balcony or Terrace##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,545 sqft",Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Lobby in Building##Elevators in Building##: 1##Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Flooring##24 Hours Concierge##Prayer Room##Broadband Internet##CCTV Security##Cafeteria or Canteen##Maintenance Staff,"2,436 sqft",Apartment,"Banani, Dhaka",3 Beds,3 Beds,3.8 Crore,For Sale
Parking Spaces##: 1##View##Flooring##Balcony or Terrace##Parking Spaces##: 1##24 Hours Concierge##View##Flooring##Lobby in Building##Electricity Backup##Waste Disposal##Elevators in Building##: 1##Balcony or Terrace##Floor Level##Freehold##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,545 sqft",Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
Balcony or Terrace##Flooring##View##Parking Spaces##: 1##Electricity Backup##Freehold##24 Hours Concierge##Balcony or Terrace##Flooring##Waste Disposal##View##Parking Spaces##: 1##Lobby in Building##Elevators in Building##: 1##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,545 sqft",Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##Broadband Internet,"2,500 sqft",Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",4 Beds,4 Beds,1.75 Crore,For Sale
View##Floor Level##Balcony or Terrace##Flooring##View##Lobby in Building##Electricity Backup##Elevators in Building##: 1##24 Hours Concierge##Floor Level##Balcony or Terrace##Service Elevators##Double Glazed Windows##Flooring##Maintenance Staff##Cleaning Services,"1,100 sqft",Apartment,"East Monipur, Mirpur, Dhaka",2 Beds,2 Beds,50 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##Electricity Backup##View##Balcony or Terrace##Lobby in Building##Waste Disposal##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,025 sqft",Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,51.25 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Electricity Backup##Waste Disposal##Elevators in Building##: 1##View##Balcony or Terrace##Lobby in Building##Flooring##Freehold##24 Hours Concierge##Floor Level##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,200 sqft",Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Flooring##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,450 sqft",Apartment,"Block A, Bashundhara R-A, Dhaka",3 Beds,3 Beds,90 Lakh,For Sale
Parking Spaces##: 1##Balcony or Terrace##Floor Level##View##Parking Spaces##: 1##Balcony or Terrace##Floor Level##View##Freehold##Lobby in Building##Flooring##Elevators in Building##: 1##Electricity Backup##Intercom##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"1,250 sqft",Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,68.75 Lakh,For Sale
Flooring##Balcony or Terrace##Floor Level##View##Lobby in Building##Elevators in Building##: 1##Flooring##Balcony or Terrace##Freehold##Floor Level##View##Electricity Backup##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,68.75 Lakh,For Sale
Parking Spaces##: 1##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Balcony or Terrace##Lobby in Building##Flooring##Floor Level##View##24 Hours Concierge##Broadband Internet##Barbeque Area##CCTV Security##Maintenance Staff,"1,466 sqft",Apartment,"Mohakhali, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Balcony or Terrace##View##Flooring##Floor Level##Lobby in Building##Elevators in Building##: 1##Electricity Backup##Balcony or Terrace##Freehold##View##Flooring##Floor Level##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,68.75 Lakh,For Sale
View##Balcony or Terrace##Floor Level##Flooring##View##Electricity Backup##Balcony or Terrace##Lobby in Building##Freehold##Floor Level##Elevators in Building##: 1##Flooring##Parking Spaces##: 1##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,68.75 Lakh,For Sale
Flooring##Balcony or Terrace##View##Floor Level##Flooring##Elevators in Building##: 1##Balcony or Terrace##Double Glazed Windows##View##24 Hours Concierge##Electricity Backup##Service Elevators##Lobby in Building##Floor Level##Cleaning Services##Maintenance Staff,"1,070 sqft",Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,48.15 Lakh,For Sale
Floor Level##Flooring##Balcony or Terrace##View##Electricity Backup##Floor Level##Elevators in Building##: 1##Freehold##Flooring##24 Hours Concierge##Balcony or Terrace##Service Elevators##View##Lobby in Building##Parking Spaces##: 1##CCTV Security##Maintenance Staff##Cleaning Services,"1,385 sqft",Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,90 Lakh,For Sale
Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Double Glazed Windows##Floor Level##Flooring##Lobby in Building##View##Electricity Backup##Elevators in Building##: 1##Service Elevators##24 Hours Concierge##Maintenance Staff##Cleaning Services,"1,070 sqft",Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,48.15 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##Double Glazed Windows##View##Balcony or Terrace##Flooring##Broadband Internet##CCTV Security##Cleaning Services,810 sqft,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,34.02 Lakh,For Sale
