address,apartment_facing,balcony,basement,bath,bed,building_facing,building_registration_type,common_area_size,features,floor,front_road_size,garage_size,gas,house_rules,interior,lift,nearby_landmark,parking,preferred_tenant,price,property_type,property_url,purpose,servant_room,servant_washroom,service_charge,size,title,total_units,unit,unit_per_floor,year_built
"Road 75, Gulshan, Dhaka", West,,,04 Bathrooms,03 Bedrooms, North facing, Residential, 450 Sq Ft,"24 hours CC TV coverage,Barbeque,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Good Location,Green Area Availability,Road side view,Simplex Flat,TV Cable,WiFi,Window Coverings",2nd, 40 Ft,150 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, United Hospital,"
",, BDT 220000, Residential ,https://rents.com.bd/property/a-modern-well-planned-flat-of-3500-sq-ft-is-up-for-rent-is-situated-in-north-gulshan/,For Rent, 01, 01, Including With Rent,3500 Sq Ft/ 326 Sq. Meter,A Modern Well-planned Flat Of 3500 Sq Ft Is Up For Rent Is Situated In North Gulshan, 10,, 01,2016
"Road 76, Gulshan, Dhaka", West,,,04 Bathrooms,04 Bedrooms, North facing, Residential, 550 Sq Ft,"24 hours CC TV coverage,Barbeque,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Good Location,Green Area Availability,Gym,Road side view,Simplex Flat,Swimming Pool,TV Cable,WiFi,Window Coverings",9th, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, United Hospital,"
",, BDT 250000, Residential,https://rents.com.bd/property/swimming-pool-gym-facilized-brand-new-apartment-now-available-for-rent-in-north-gulshan/,For Rent, 01, 01, At Actual,3900 Sq Ft/ 363 Sq. Meter,Swimming Pool & GYM Facilized Brand New Apartment Now Available For Rent In North Gulshan, 12,, 01,2021
"Gulshan circle 1, Gulshan, Dhaka",,, 02,,, West facing corner plot, Residential, 550 Sq Ft,"24 hours CC TV coverage,Dedicated Electricity Line,Generator Backup,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",12th floor available, 20 Ft,350 Sq Ft,,, Un-Furnished,03 available, Gulshan 1 Circle,"
",," BDT 840,000",Fully Commercial,https://rents.com.bd/property/dedicated-5600-sq-ft-commercial-floor-now-available-for-rent-in-gulshan-avenue/,For Rent,,, At Actual,5600 Sq Ft/ 520 Sq. Meter,Dedicated 5600 Sq Ft Commercial Floor Now Available For Rent In Gulshan Avenue, 16 Units,, 01,2017
"Road 50, Gulshan, Dhaka", West,,,04 Bathrooms,04 Bedrooms, North facing, Residential, 450 Sq Ft,"24 hours CC TV coverage,Barbeque,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Good Location,Green Area Availability,Gym,Road side view,Simplex Flat,Swimming Pool,TV Cable,WiFi,Window Coverings",3rd, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, Gulshan Club,"
",, BDT 200000, Residential,https://rents.com.bd/property/uniquely-designed-3000-sq-ft-apartment-is-up-for-rent-in-north-gulshan/,For Rent, 01, 01, BDT 20000,3000 Sq Ft/ 279 Sq. Meter,Uniquely Designed 3000 Sq Ft Apartment Is Up For Rent In North Gulshan, 12,, 01,2016
"Road 26, Gulshan, Dhaka", West,,,04 Bathrooms,04 Bedrooms, North facing, Residential, 450 Sq Ft,"24 hours CC TV coverage,Barbeque,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Good Location,Road side view,TV Cable,WiFi,Window Coverings",5th, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, Gulshan Avenue,"
",," BDT 135,000/-", Residential,https://rents.com.bd/property/your-desirable-cozy-house-is-for-rent-in-gulshan-with-satisfactory-price-2/,For Rent, 01, 01," BDT 10,000/-",3100 Sq Ft/ 288 Sq. Meter,Your Desirable Cozy House Is For Rent In Gulshan With Satisfactory Price, 12,, 02,2016
"Road 11, Banani, Dhaka",,, Ground Floor Parking,,, West facing corner plot, Residential Cum Commercial, 250 Sq Ft,"24 hours CC TV coverage,Central Air Conditioning,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Good Location,Open Space,Road side view,TV Cable,WiFi",6th floor, 40 Ft,150 Sq Ft,,, UnFurnished,01 Available, Banani road 11,"
",, BDT 200000,Commercial,https://rents.com.bd/property/2000-sq-ft-commercial-space-now-available-for-rent-in-banani/,For Rent,,, At Actual,2000 Sq Ft/ 186 Sq. Meter,2000 Sq Ft Commercial Space Now Available For Rent In Banani, 09 Units,, 01,2017
"Road 55, Gulshan, Dhaka", West,,,04 Bathrooms,04 Bedrooms, North facing, Residential, 450 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Barbeque,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Generator Backup,Good Location,Gym,Road side view,TV Cable,WiFi,Window Coverings",08th, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, Gulshan Club,"
",, BDT 250000, Residential ,https://rents.com.bd/property/massive-5400-sq-ft-exclusive-apartment-is-for-rent-in-north-gulshan-with-satisfactory-price/,For Rent, 01, 01, BDT 20000,5400 Sq Ft/ 502 Sq. Meter,Massive 5400 Sq Ft Exclusive Apartment Is For Rent In North Gulshan With Satisfactory Price, 12,, 01,2019
"Road 54, Gulshan, Dhaka", West,,,03 Bathrooms,03 Bedrooms, North facing, Residential, 250 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Barbeque,Central Water Treatment Plan,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Good Location,Green Area Availability,Gym,Road side view,Swimming Pool,TV Cable,WiFi,Window Coverings",04th, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, Gulshan 2 Circle,"
",, BDT 175000, Residential ,https://rents.com.bd/property/swimming-pool-facilized-brand-new-exclusive-house-available-for-rent-in-gulshan-2/,For Rent, 01, 01, BDT 12000,2500 Sq Ft/ 233 Sq. Meter,Swimming Pool Facilized Brand New Exclusive House Available For Rent In Gulshan 2, 24,, 04,2021
"Road 38, Gulshan, Dhaka", East,,,03 Bathrooms,03 Bedrooms, East, Residential, 150 Sq Ft,"24 hours CC TV coverage,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Generator Backup,Good Location,Green Area Availability,Microwave,Refrigerator,Road side view,TV Cable,Washer,WiFi,Window Coverings",5th floor available, 40 Ft,150 Sq Ft, Govt. Connection, Basic Rules, Furnished,01 available, Gulshan Central Mosque,"
",," BDT 110,000", Residential,https://rents.com.bd/property/2600-sq-ft-well-maintained-fully-furnished-apartment-is-up-for-rent-at-gulshan/,For Rent, N/A, 01, BDT 7000,2600 Sq Ft/ 243 Sq. Meter,2600 Sq Ft Well Maintained Fully Furnished Apartment Is Up For Rent At Gulshan, 10,, 03,2015
"Gulshan Avenue, Gulshan, Dhaka",,, 02 Basement,,, West facing corner plot, Commercial, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Full load generator,Generator Backup,Good Location,Open Space,Road side view,WiFi",14th floor available, 60 Ft,350 Sq Ft,,, Un-Furnished,02 available, Gulshan Avenue,"
",," BDT 600,000",Fully Commercial,https://rents.com.bd/property/brand-new-3500-sq-ft-commercial-space-now-available-for-rent-in-gulshan-avenue/,For Rent,,, At Actual,3500 Sq Ft/ 325 Sq. Meter,Brand New 3500 Sq Ft Commercial Space Now Available For Rent In Gulshan Avenue, 14 Units,, 01,2021
"Banani, Banani, Dhaka",,, Ground Floor Parking,,, West facing corner plot, Residential Cum Commercial, 450 Sq Ft,"24 hours CC TV coverage,Dedicated Electricity Line,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",2nd & 3rd floor, 40 Ft,150 Sq Ft,,, UnFurnished,Not Available, Banani road 12,"
",, BDT 500000,Commercial,https://rents.com.bd/property/well-fitted-9000-sq-ft-dedicated-office-space-for-rent-in-banani-area/,For Rent,,, At Actual,9000 Sq Ft/ 837 Sq. Meter,Well Fitted 9000 Sq Ft Dedicated Office Space For Rent In Banani Area, 03 Units,, 01,2014
"Road 18, Apartment Rent in Banani, Residential, Dhaka", North, 02,,03 Bathrooms,03 Bedrooms, North, Residential, 250 Sq Ft,"Generator Backup,Good Location,Road side view,TV Cable,WiFi",, 15 Ft,150 Sq Ft, Govt. Gas," Basic, Residential Rules", Unfurnished,01 available, Banani Road 18,"
",," BDT 100,000", Residential,https://rents.com.bd/property/comfy-residential-place-is-for-rent-in-banani-with-satisfactory-price/,For Rent, 01, 01, BDT 8000,2200 Sq Ft/ 205 Sq. Meter,Comfy Residential Place Is For Rent In Banani With Satisfactory Price, 09,, 01,2017
"Road 05, Banani, Dhaka",,, Ground Floor Parking,,, West facing corner plot, Residential Cum Commercial, 450 Sq Ft,"24 hours CC TV coverage,Dedicated Electricity Line,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",5th floor, 40 Ft,150 Sq Ft,,, UnFurnished,01 Available, Banani road 12,"
",, BDT 200000,Commercial,https://rents.com.bd/property/3700-sq-ft-dedicated-office-space-now-availablefor-rent-in-banani/,For Rent,,, At Actual,3700 Sq Ft/ 344 Sq. Meter,3700 Sq Ft Dedicated Office Space Now AvailableFor Rent In Banani, 07 Units,, 01,2014
"Park Road, Apartment Rent in Baridhara Diplomatic Zone, Residential, Dhaka", West, 03,,05 Bathrooms,04 Bedrooms, North facing, Residential, 550 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Barbeque,Baridhara Park,Central Water Treatment Plan,Full load generator,Good Location,Green Area Availability,Gym,Open Space,Road side view,Simplex Flat,TV Cable,Washer,WiFi,Window Coverings",, 20 Ft,300 Sq Ft, Govt. Line, Basic Rules, Unfurnished,01 available, American International School Dhaka,"
",," BDT 375,000", Residential,https://rents.com.bd/property/exclusive-home-of-4000-sq-ft-in-the-prestigious-community-of-baridhara-diplomatic-zone-is-up-for-rent/,For Rent, 01, 01, BDT 25000,4000 Sq Ft/ 372 Sq. Meter,"Exclusive Home Of 4000 Sq Ft In The Prestigious Community Of Baridhara Diplomatic Zone, Is Up For Rent", 08,, Simplex,2020
"Gulshan Avenue, Gulshan, Dhaka",,, 02 Basement,,, West facing corner plot, Commercial, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Central Air Conditioning,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Full load generator,Generator Backup,Good Location,Open Space,Road side view,WiFi",2nd floor available, 60 Ft,150 Sq Ft,,, Un-Furnished,02 available, Gulshan Avenue,"
",," BDT 250,000",Fully Commercial,https://rents.com.bd/property/914-sq-ft-commercial-space-now-available-for-rent-in-gulshan-avenue/,For Rent,,, At Actual,914 Sq Ft/ 85 Sq. Meter,914 Sq Ft Commercial Space Now Available For Rent In Gulshan Avenue, 14 Units,, 03,2017
"Road 18, Apartment Rent in Banani, Residential, Dhaka", North, 02,,03 Bathrooms,03 Bedrooms, North, Residential, 350 Sq Ft,"24 hours CC TV coverage,Barbeque,Dedicated Electricity Line,Generator Backup,Good Location,Gym,Road side view,Swimming Pool,TV Cable,WiFi",, 15 Ft,150 Sq Ft, Govt. Gas," Basic, Residential Rules", Unfurnished,01 available, Banani Road 18,"
",," BDT 110,000", Residential ,https://rents.com.bd/property/your-desirable-cozy-house-is-for-rent-in-banani-with-satisfactory-price/,For Rent, 01, 01, BDT 8000,2750 Sq Ft/ 256 Sq. Meter,Your Desirable Cozy House Is For Rent In Banani With Satisfactory Price, 22,, 02,2021
"Road 80, Gulshan, Dhaka", West,,,05 Bathrooms,04 Bedrooms, North facing, Residential, 450 Sq Ft,"24 hours CC TV coverage,Barbeque,Central Air Conditioning,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Good Location,Green Area Availability,Gym,Laundry,Lawn,Microwave,Outdoor Shower,Refrigerator,Road side view,Sauna,Simplex Flat,Swimming Pool,TV Cable,Washer,WiFi,Window Coverings",6th, 40 Ft,350 Sq Ft, Govt. Connection, Basic Rules, Unfurnished,02 available, United Hospital,"
",, BDT 420000, Residential,https://rents.com.bd/property/stunning-luxury-home-of-4500-sq-ft-in-the-prestigious-community-of-north-gulshan-is-up-for-rent/,For Rent, 01, 01, Including With Rent,4500 Sq Ft/ 419 Sq. Meter,"Stunning Luxury Home Of 4500 Sq Ft In The Prestigious Community Of North Gulshan, Is Up For Rent", 10,, 01,2017
"Banani, Banani, Dhaka",,, 01 Basement,,, West facing corner plot, Residential Cum Commercial, 350 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Full load generator,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",2nd floor available, 40 Ft,150 Sq Ft,,, UnFurnished,01 available, Banani road 12,"
",, BDT 200000,Commercial,https://rents.com.bd/property/2800-sq-ft-dedicated-office-space-is-now-available-for-rent-in-banani/,For Rent,,, At Actual,2800 Sq Ft/ 260 Sq. Meter,2800 Sq Ft Dedicated Office Space Is Now Available For Rent In Banani, 13 Units,, 01,2018
"Road 100, Gulshan, Dhaka", East,,,03 Bathrooms,03 Bedrooms, East, Residential, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Generator Backup,Good Location,Green Area Availability,Microwave,Refrigerator,Road side view,TV Cable,Washer,WiFi,Window Coverings",5th floor available, 40 Ft,150 Sq Ft, Govt. Connection, Basic Rules, Furnished,02 available, North Gulshan,"
",, BDT 110000, Residential ,https://rents.com.bd/property/2700-sq-ft-03-bedroom-nice-apartment-is-up-for-rent-at-gulshan/,For Rent, N/A, 01, Including with rent,2700 Sq Ft/ 251 Sq. Meter,2700 Sq Ft 03 Bedroom Nice Apartment Is Up For Rent At Gulshan, 28,, 02,2018
"Gulshan Avenue, Gulshan, Dhaka",,, 02 Basement,,, West facing corner plot, Commercial, 650 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Central Air Conditioning,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Full load generator,Generator Backup,Good Location,Open Space,Road side view,WiFi",Ground floor, 60 Ft,150 Sq Ft,,, Un-Furnished,02 available, Gulshan Avenue,"
",," BDT 15,67,500",Fully Commercial,https://rents.com.bd/property/2850-sq-ft-ground-floor-shop-space-vacant-for-rent-in-gulshan-avenue/,For Rent,,, At Actual,2850 Sq Ft/ 265 Sq. Meter,2850 Sq Ft Ground Floor Shop Space Vacant For Rent In Gulshan Avenue, 14 Units,, 01,2021
"Banani, Banani, Dhaka",,, 01 Basement,,, West facing corner plot, Residential Cum Commercial, 350 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Full load generator,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",4th floor available, 40 Ft,350 Sq Ft,,, Furnished,02 available, Banani road 11,"
",, BDT 210000,Commercial,https://rents.com.bd/property/2600-sq-ft-open-commercial-space-is-available-for-rent-in-banani/,For Rent,,, At Actual,2600 Sq Ft/ 241 Sq. Meter,2600 Sq Ft Open Commercial Space Is Available For Rent In Banani, 13 Units,, 01,2017
"Banani, Banani, Dhaka",,, 01 Basement,,, West facing corner plot, Residential Cum Commercial, 350 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Full load generator,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",3rd floor available, 40 Ft,350 Sq Ft,,, Furnished,02 available, Banani road 11,"
",, BDT 220000,Commercial,https://rents.com.bd/property/2700-sq-ft-nicely-planned-commercial-space-is-available-for-rent-in-banani/,For Rent,,, At Actual,2700 Sq Ft/ 251 Sq. Meter,2700 Sq Ft Nicely Planned Commercial Space Is Available For Rent In Banani, 13 Units,, 01,2017
"Banani, Banani, Dhaka",,, 01 Basement,,, West facing corner plot, Residential Cum Commercial, 350 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Full load generator,Good Location,Residential cum commercial building,Road side view,TV Cable,WiFi",2nd floor available, 40 Ft,150 Sq Ft,,, UnFurnished,01 available, Banani road 12,"
",, BDT 170000,Commercial,https://rents.com.bd/property/get-this-2600-sq-ft-dedicated-office-space-for-rent-in-banani-area/,For Rent,,, At Actual,2600 Sq Ft/ 241 Sq. Meter,Get This 2600 Sq Ft Dedicated Office Space For Rent In Banani Area, 12 Units,, 01,2017
"Road 110, Gulshan, Dhaka", East,,,03 Bathrooms,03 Bedrooms, East, Residential, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Generator Backup,Good Location,Green Area Availability,Microwave,Refrigerator,Road side view,TV Cable,Washer,WiFi,Window Coverings",3rd floor available, 40 Ft,150 Sq Ft, Govt. Connection, Basic Rules, Furnished,02 available, North Gulshan,"
",, BDT 100000, Residential ,https://rents.com.bd/property/03-bedroom-fully-furnished-nice-apartment-is-up-for-rent-at-gulshan/,For Rent, N/A, 01, BDT 10000,2200 Sq Ft/ 204 Sq. Meter,03 Bedroom Fully Furnished Nice Apartment Is Up For Rent At Gulshan, 12,, 02,2016
"Gulshan Avenue, Gulshan, Dhaka",,, 03 Basement,,, West facing corner plot, Commercial, 750 Sq Ft,"14 feet height elegant ground floor,24 hours CC TV coverage,3 basements for car parking,3 nos high speed Mitshubishi lifts,Automatic fire alarm system,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Full load generator,Generator Backup,Good Location,Lake View,Open Space,Road side view,WiFi",21st floor available, 60 Ft,350 Sq Ft,,, Un-Furnished,03 available, Gulshan Avenue,"
",," BDT 11,00,000",Fully Commercial,https://rents.com.bd/property/dedicated-commercial-space-now-available-only-for-restaurant-brands/,For Rent,,, At Actual,5000 Sq Ft/ 465 Sq. Meter,Dedicated Commercial Space Now Available Only For Restaurant Brands, 21 Units,, 01,2021
"Road 86, Apartment Rent in Gulshan, Residential, Dhaka", South, 03,,04 Bathrooms,04 Bedrooms, North facing, Residential, 550 Sq Ft,"24 hours CC TV coverage,Generator Backup,Good Location,Road side view,TV Cable,Washer,WiFi,Window Coverings",, 20 Ft,300 Sq Ft, LPG, Basic Rules, Unfurnished,02 available, President Park,"
",, BDT 225000, Residential ,https://rents.com.bd/property/04-bedroom-house-is-for-rent-in-north-gulshan-with-satisfactory-price/,For Rent, 01, 01, BDT 15000,3500 Sq Ft/ 325 Sq. Meter,04 Bedroom House Is For Rent In North Gulshan With Satisfactory Price, 10,, 02,2010
"Gulshan Avenue, Gulshan, Dhaka",,, 02 Basement,,, West facing corner plot, Commercial, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Commercial approved space,Dedicated Electricity Line,Double glazed curtain glass in front side,Full load generator,Generator Backup,Good Location,Open Space,Road side view,WiFi",4th floor available, 60 Ft,350 Sq Ft,,, Un-Furnished,02 available, Gulshan Avenue,"
",," BDT 968,000",Fully Commercial,https://rents.com.bd/property/4400-sq-ft-dedicated-commercial-space-now-available-only-for-restaurant-brands/,For Rent,,, At Actual,4400 Sq Ft/ 408 Sq. Meter,4400 Sq Ft Dedicated Commercial Space Now Available Only For Restaurant Brands, 14 Units,, 01,2021
"Road 8, Gulshan, Dhaka", East,,,03 Bathrooms,03 Bedrooms, East, Residential, 150 Sq Ft,"24 hours CC TV coverage,Automatic fire alarm system,Dedicated Electricity Line,Double glazed curtain glass in front side,Dryer,Full load generator,Generator Backup,Good Location,Green Area Availability,Microwave,Refrigerator,Road side view,TV Cable,Washer,WiFi,Window Coverings",6th, 50 Ft,150 Sq Ft, Govt. Connection, Basic Rules, Furnished,01 available, Gulshan 1 circle,"
",," BDT 105,000", Residential,https://rents.com.bd/property/we-bring-you-an-excellent-furnished-flat-of-2400-sq-ft-for-rent-in-gulshan-1/,For Rent, N/A, 01, BDT 8000,2400 Sq Ft/ 192 Sq. Meter,We Bring You An Excellent Furnished Flat Of 2400 Sq Ft For Rent In Gulshan 1, 10,, 02,2016
