title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
3500 sqft Semi-Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,3500.0,"Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,300000.0,"This luxurious and massive 3500 sqft semi-furnished property is up for rent at Gulshan-2. Located at 3rd floor, this property has 4 beds, 5 baths, servant room and bath and other modern facilities and commodities. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/3500-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/356,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Gulshan-2,yes,22000,yes,yes,1,new,yes,,semi-furnished,,4,any,600000,yes,yes,
3800 sqft Semi-Furnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,3800.0,"Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,320000.0,"This luxurious and massive 3800 sqft semi-furnished property is up for rent at Gulshan-2. Located at 3rd floor, this property has 4 beds, 5 baths, servant room and bath and other modern facilities and commodities. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3800-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/355,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Gulshan-2,yes,20000,yes,yes,1,new,yes,,semi-furnished,,4,any,640000,yes,yes,
Perfectly Furnished Apartment Up For Rent @ Baridhara Diplomatic Zone, 4 bd, 4 ba,2500.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,200000.0,"If you are looking for high-class surroundings just to go with your personality, this place is for you only. This well-furnished apartment consisting of 2500 SQFT is ready for rent at Baridhara. The apartment is on the 1st floor and having 4 beds, 4 baths, 1 kitchen, 1 servant room with bathroom, 1 drawing-dining space. This apartment is designed for a family. Other facilities include 24/7 generator backup, 24/7 security services with CCTV monitored and 1 car parking is also available. 
Please feel free to contact us to know more details about this apartment.",http://www.rentalhomebd.com/properties/perfectly-furnished-apartment-up-for-rent-at-baridhara-diplomatic-zone/358,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,yes,1,family,400000,,yes,
LOOKING FOR A FURNISHED APARTMENT @ Baridhara Diplomatic Zone?, 3 bd, 4 ba,2600.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,215000.0,"An amazingly decorated and furnished apartment that will give you a homely vibe even when you are away from home. This 2600 SQFT apartment consists of 3 bedrooms, 4 bathrooms, 1 drawing-dining space, 1 kitchen, 1 servant room and bathroom. Perfectly structured furnished apartment with 24/7 guarded, generator backup and car parking facility could be your safe home now. Don’t lose this chance to create a home for yourself and your family.",http://www.rentalhomebd.com/properties/looking-for-a-furnished-apartment-at-baridhara-diplomatic-zone/359,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,15000,yes,yes,1,new,yes,,furnished,yes,3,family,430000,,yes,
A 3750 SQFT APARTMENT @BARIDHARA DIPLOMATIC ZONE IS UP FOR RENT NOW, 4 bd, 5 ba,3750.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,310000.0,"A semi-furnished apartment consisting of 3750 SQFT is up for rent at Baridhara. This space is located in the safest area of Dhaka city for foreigners. The apartment is on the 6th floor and having 4 beds, 5 baths, 1 kitchen, 1 servant room, 1 drawing-dining space, and 1 servant bath. Apartment already has AC and cabinets for you, rest will be furnished as you require. This 9 storied semi-furnished apartments will be a YES from you at the first glance. Some other facilities are 24/7 guarded, CCTV surveillance, generator backup, 2 car parking etc. 
Contact us now for more details.",http://www.rentalhomebd.com/properties/a-3750-sqft-apartment-at-baridhara-diplomatic-zone-is-up-for-rent-now/362,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,semi-furnished,yes,6,family,620000,yes,yes,
SEARCHING FOR AN AFFORDABLE FURNISHED APARTMENT TO CALL YOUR OWN? @ Baridhara Diplomatic Zone, 4 bd, 4 ba,3400.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,210000.0,"An amazingly decorated and furnished apartment that will give you a homely vibe even when you are away from home. This 3400 SQFT apartment consists of 4 bedrooms, 4 bathrooms, 1 drawing-dining space, 1 kitchen, 1 servant room and bathroom. Perfectly structured furnished apartment with 24/7 guarded, generator backup and car parking facility could be your safe home now. Don’t lose this chance to create a home for yourself and your family.",http://www.rentalhomebd.com/properties/searching-for-an-affordable-furnished-apartment-to-call-your-own-at-baridhara-diplomatic-zone/361,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,11000,yes,yes,1,new,yes,available,furnished,yes,6,family,420000,yes,yes,
3550 sqft Furnished Apartment for Rent @ Gulshan-2, 4 bd, 6 ba,3550.0,"Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,380000.0,"This 3550 sqft furnished property is up for rent at Gulshan-2. Located at 3rd floor, this property has 4 beds, 6 baths, servant room and bath and other modern facilities. 2 car parking facility available.",http://www.rentalhomebd.com/properties/3550-sqft-furnished-apartment-for-rent-at-gulshan-2/348,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Gulshan-2,yes,,yes,yes,1,new,yes,available,furnished,,4,any,760000,yes,yes,
A 3500 SQFT stunning apartment up for rent @ Baridhara Diplomatic Zone, 4 bd, 4 ba,3500.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,270000.0,"The unfurnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 4 bedrooms, 4 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Baridhara, the upper-class area is just what you require. We will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup will help you feel secured while your stay here. For more details contact us right away.",http://www.rentalhomebd.com/properties/a-3500-sqft-stunning-apartment-up-for-rent-at-baridhara-diplomatic-zone/360,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,15000,yes,yes,1,new,yes,available,unfurnished,yes,5,family,540000,yes,yes,
2800 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2800.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,160000.0,"It is an apartment of 2800 sqft which is furnished. Situated at the 3rd floor, this property has 3 beds, 4 baths, and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/333,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,10000,yes,yes,1,new,yes,available,furnished,,4,any,320000,yes,yes,
2324 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2324.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,180000.0,"This 2324 sqft semi-furnished apartment is up for rent at Baridhara diplomatic zone. This property at 1st floor, has 3 beds, 4 baths, living space, drawing room, servant room which is perfect for a family. 1 car parking facility available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2324-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/330,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,14000,,,1,new,yes,available,semi-furnished,,2,any,360000,,yes,
4635 sqft Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 6 ba,4635.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,380000.0,"This huge apartment of 4635 sqft is up for rent at Baridhara diplomatic zone. it is a furnished property at 1st floor which has 4 beds, 6 baths, drawing, dining, living, servant room and guest room which is perfect for a family. Service charge is BDT 30000. 2 car parking facility available.",http://www.rentalhomebd.com/properties/4635-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/334,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,30000,yes,yes,1,new,yes,available,furnished,,2,any,760000,yes,yes,
3000 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,150000.0,"It is an apartment of 3000 sqft which is semi-furnished. Situated at the 2nd floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 2 car parking facility available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/332,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,12000,yes,yes,1,new,yes,available,semi-furnished,,3,any,300000,yes,yes,
Furnished 2600 Sqft Property For Rent at Baridhara Diplomatic Zone, 3 bd, 4 ba,2600.0,"Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent,180000.0,"This furnished property of 2600 sqft, which is located on 4th floor, has 3 bed, 4 bath and other modern commodities and facilities. 2 car parking are available.",http://www.rentalhomebd.com/properties/furnished-2600-sqft-property-for-rent-at-baridhara-diplomatic-zone/335,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,14000,yes,yes,1,new,yes,available,furnished,,5,any,360000,,yes,
2350 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2350.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,180000.0,"This 2350 sqft furnished apartment is up for rent at Baridhara diplomatic zone. This luxurious property at 5th floor has 3 beds, 4 baths, drawing, dining, servant bath, which is perfect for a family. 1 car parking facility is also available.",http://www.rentalhomebd.com/properties/2350-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/339,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,10000,yes,yes,1,new,yes,available,furnished,,6,any,360000,,yes,tiled
3000 sqft Senifurnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,120000.0,"It is an apartment of 3000 sqft which is semi-furnished. Situated at the 2nd floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3000-sqft-senifurnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/331,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,9000,yes,yes,1,new,yes,available,semi-furnished,,3,any,240000,yes,yes,
2750 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,2750.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,220000.0,"This 2750 sqft furnished apartment is up for rent at Baridhara diplomatic zone. This high class property situated around a highly secured area at 4th floor has 3 beds, 4 baths, 1 large living rom balcony, living room, drawing & dining space, servant bath, which is perfect for a family. Gas Burner, A/C, Fan, Fridge, micro-oven, 24-hour security service are available. 1 car parking facility is also available.",http://www.rentalhomebd.com/properties/2750-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/338,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,,,yes,1,new,yes,available,furnished,,5,any,440000,yes,yes,tiled
3750 sqft Semi-Furnished Apartment for Rent @Baridhara Diplomatic Zone, 4 bd, 5 ba,3750.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,290000.0,"This 3750 sqft semi-furnished apartment is up for rent at Baridhara diplomatic zone, the most secured area in Dhaka. This luxurious property at 6th floor has 4 beds, 5 baths, drawing, dining, which is perfect for a family. Air conditioner, Cabinet facilities are already installed. 2 car parking facility is also available.",http://www.rentalhomebd.com/properties/3750-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/342,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,,yes,yes,1,new,yes,available,semi-furnished,,7,any,580000,yes,yes,
4382 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,4382.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,280000.0,"It is a massive, luxurious, furnished apartment of 4382 sqft which is up for rent at Baridhara Diplomatic Zone. Situated at the 2nd floor, this property has 4 beds, living, drawing, dining, servant room and other modern amenities and commodities. It is perfectly suitable for a family at one of the most secured area in all of Dhaka city. 2 car parking facility is also available.",http://www.rentalhomebd.com/properties/4382-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/344,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,21000,yes,yes,1,new,yes,available,furnished,,3,any,560000,yes,yes,
Commercial Space for Rent @ Bashundhara Road, 0 bd, 0 ba,2380.0,"Bashundhara Road, Bashundhara, Dhaka",Office space,Rent,238000.0,"Commercial space for rent, front of Jamuna Future Park, Bashundhara Road, Dhaka. 2380 square feet, 2nd floor rent for office space. Monthly rent 100 Taka per square feet and service charge 7 taka per square feet. If you are  interested please feel free and contact below number- +88 01622888555",http://www.rentalhomebd.com/properties/commercial-space-for-rent-at-bashundhara-road/340,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Commercial,Dhaka,Bashundhara,Bashundhara Road,,16660,,,,new,,,unfurnished,yes,3,any,2,,,
3000 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,3000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,240000.0,"It is a luxurious apartment of 3000 sqft which is semi-furnished. Situated at the 2nd floor, this property has 3 beds, living, drawing, dining, servant room and other modern amenities and commodities. Perfectly suitable for a family. 2 car parking facility available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/343,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,17500,yes,yes,1,new,yes,available,semi-furnished,,3,any,480000,yes,yes,
4200 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba,4200.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,330000.0,"It is a massive, luxurious, furnished apartment of 4200 sqft which is up for rent at Baridhara Diplomatic Zone. Situated at the 7th floor, this property has 3 beds, 4 baths, living, drawing, dining, servant room and other modern amenities and commodities. It is perfectly suitable for a family at one of the most secured area in all of Dhaka city. 1 car parking facility is also available.",http://www.rentalhomebd.com/properties/4200-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/345,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,yes,15000,yes,yes,1,new,yes,available,furnished,,8,any,660000,yes,yes,
3000 sqft Unfurnished Apartment for Rent @ Gulshan-2, 4 bd, 5 ba,3000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,140000.0,"This 3000 sqft unfurnished property is up for rent at Gulshan-2. Located at 4th floor, this property has 4 beds, 5 baths, and other modern facilities. 1 car parking facility available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-gulshan-2/329,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,9000,yes,yes,1,new,yes,available,unfurnished,,5,any,280000,yes,yes,
