title,basic_info,amenities,address,type,purpose(rent/sale),price_in_BDT,details,page_url,listing_url
3550 sqft Furnished Apartment for Rent @ Gulshan-2," 3550 sqft, 4 bd, 6 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 380000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  760000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/3550-sqft-furnished-apartment-for-rent-at-gulshan-2/348
4400 sqft Furnished Duplex Apartment for Rent @ Gulshan-2," 4400 sqft, 5 bd, 6 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Duplex Home,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/4400-sqft-furnished-duplex-apartment-for-rent-at-gulshan-2/351
2200 sqft Furnished Apartment for Rent @ Gulshan-2," 2200 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/349
3500 sqft Furnished Apartment for Rent @ Gulshan-2," 3500 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  12,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Service Charge:  16000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-for-rent-at-gulshan-2/352
3400 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone," 3400 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 290000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  580000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/3400-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/354
2750 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2750 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Floor Type:  Tiled,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2750-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/338
3500 sqft Furnished Apartment for Rent @ Gulshan-2," 3500 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  10,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  660000,",http://www.rentalhomebd.com/properties?page=9,http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-for-rent-at-gulshan-2/353
2300 sqft Unfurnished Apartment for Rent @ Gulshan-2," 2300 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-gulshan-2/322
2200 sqft Furnished Apartment for Rent @ Gulshan-2," 2200 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/324
2300 sqft Unfurnished Apartment for Rent @ Gulshan-2," 2300 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-gulshan-2/321
3200 sqft Furnished Office Space for Rent @ Gulshan-2," 3200 sqft, 0 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Office space,Rent, 250000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Furnished Status:  Furnished,,Advance Deposit:  500000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/3200-sqft-furnished-office-space-for-rent-at-gulshan-2/323
3267 sqft Unfurnished Apartment for Rent @ Gulshan-2," 3267 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  5000,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/3267-sqft-unfurnished-apartment-for-rent-at-gulshan-2/325
4850 sqft Furnished Apartment for Rent @ Gulshan-2," 4850 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  660000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/4850-sqft-furnished-apartment-for-rent-at-gulshan-2/326
2000 sqft Furnished Apartment for Rent @ Gulshan-2," 2000 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2000-sqft-furnished-apartment-for-rent-at-gulshan-2/328
2000 sqft Unfurnished Apartment for Rent @ Gulshan-2," 2000 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 83000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  166000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2000-sqft-unfurnished-apartment-for-rent-at-gulshan-2/327
3000 sqft Unfurnished Apartment for Rent @ Gulshan-2," 3000 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-gulshan-2/329
2324 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone," 2324 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Service Charge:  14000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2324-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/330
3000 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone," 3000 sqft, 4 bd, 5 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/332
2800 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone," 2800 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/333
3000 sqft Senifurnished Apartment with for Rent @ Baridhara Diplomatic Zone," 3000 sqft, 4 bd, 5 ba","Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  9000,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/3000-sqft-senifurnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/331
4635 sqft Apartment for Rent @ Baridhara Diplomatic Zone," 4635 sqft, 4 bd, 6 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 380000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  760000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/4635-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/334
Furnished 2600 Sqft Property For Rent at Baridhara Diplomatic Zone," 2600 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  14000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=10,http://www.rentalhomebd.com/properties/furnished-2600-sqft-property-for-rent-at-baridhara-diplomatic-zone/335
2300 sqft Unfurnished Apartment for Rent @ Gulshan-2," 2300 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  10,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-for-rent-at-gulshan-2/320
2380 sqft Unfurnished Apartment with for Rent @ Banani," 2380 sqft, 3 bd, 3 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Service Charge:  7000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2380-sqft-unfurnished-apartment-with-for-rent-at-banani/305
2450 sqft Semi-furnished Apartment with for Rent @ Banani," 2450 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2450-sqft-semi-furnished-apartment-with-for-rent-at-banani/307
2880 sqft Semi-furnished Apartment with for Rent @ Banani," 2880 sqft, 4 bd, 5 ba","Intercom,Electricity,Internet,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2880-sqft-semi-furnished-apartment-with-for-rent-at-banani/309
2800 sqft Unfurnished Apartment with for Rent @ Banani," 2800 sqft, 4 bd, 6 ba","Intercom,Electricity,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2800-sqft-unfurnished-apartment-with-for-rent-at-banani/306
2300 sqft Unfurnished Apartment with for Rent @ Banani," 2300 sqft, 3 bd, 3 ba","Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 95000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Service Charge:  9000,,Advance Deposit:  190000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-with-for-rent-at-banani/308
4055 sqft Semi-furnished Apartment for Rent @ Gulshan-2," 4055 sqft, 3 bd, 3 ba","Intercom,Electricity,Internet,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 340000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  680000,",http://www.rentalhomebd.com/properties?page=11,http://www.rentalhomebd.com/properties/4055-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/310
