amenities,area,balconies,baths,bedroom,location,price,property_type,property_url,purpose
"WASA connection,Self Water supply,Gas Connection,Electricity,Guest Parking",1500 sqft,3,04,03,"Rampura , Dhaka",30000,Apartment/Flats,https://www.bdhousing.com/details/245091/1500-sqft-3-beds-apartment-flats-rent-rampura,Rent
"Mosque/Prayer Room,Security,Lift,Self Water supply,Cylinder Gas,Electricity,Generator,CCTV,Wi-Fi connectivity,Solar panels,Guest Parking",1000 sqft,2,02,03,"Matuail , Dhaka",11000,Apartment/Flats,https://www.bdhousing.com/details/245181/1000-sqft-3-beds-apartment-flats-rent-matuail,Rent
"Security,Lift,Fire exit,WASA connection,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Servent Room,Servent Toilet",2250 sqft,2,05,03,"Banani , Dhaka",90000,Apartment/Flats,https://www.bdhousing.com/details/243983/2250-sqft-3-beds-apartment-flats-rent-banani,Rent
"WASA connection,Gas Connection,Electricity",1225 sqft,1,02,05,"Jatrabari , Dhaka",10000,Independent House,https://www.bdhousing.com/details/243687/Jatrabari%20-%20REHANA%20VILLA,Rent
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Solar panels,Servent Toilet,Fire Protection",1800 sqft,4,04,03,"Bashundhara R/A , Dhaka",45000,Apartment/Flats,https://www.bdhousing.com/details/244119/1800-sqft-3-beds-apartment-flats-rent-bashundhara,Rent
"Security,Lift,Fire exit,WASA connection,Gas Connection,Electricity,Generator,Inter com,Security Alarm System",1530 sqft,3,03,03,"Cornelhat , Chittagong",20000,Apartment/Flats,https://www.bdhousing.com/details/244014/3-beds-apartment-flats-rent-cornelhat,Rent
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",800 sqft,No balcony,01,02,"Baridhara , Dhaka",60000,Apartment/Flats,https://www.bdhousing.com/details/245141/2-beds-apartment-flats-rent-baridhara,Rent
"Security,Lift,WASA connection,Electricity,Generator,Guest Parking",2750 sqft,No balcony,,,"Uttara , Dhaka",260000,Office Space,https://www.bdhousing.com/details/243793/2750-sqft-office-space-rent-uttara,Rent
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,Solar panels,Fire Protection",1225 sqft,2,03,03,"Pallabi , Dhaka",25000,Apartment/Flats,https://www.bdhousing.com/details/244602/1500-sqft-3-beds-apartment-flats-rent-pallabi,Rent
"Security,Lift,WASA connection,Self Water supply,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Solar panels",973 sqft,2,03,03,"Badda , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243974/4-beds-ready-apartment-flats-sale-badda,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Guest Parking",1200 sqft,2,03,03,"Khilgaon , Dhaka",23000,Apartment/Flats,https://www.bdhousing.com/details/243753/1200-sqft-3-beds-apartment-flats-for-rent-at-khilgaon,Rent
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Shewrapara , Dhaka",75.00 Lac,Residential Plot,https://www.bdhousing.com/details/245758/ready-residential-plot-sale-shewrapara,Sale
"Security,WASA connection,Electricity,Fire Protection",1300 sqft,No balcony,,,"Tejgaon , Dhaka",40000,Office Space,https://www.bdhousing.com/details/245180/1300-sqft-office-space-rent-tejgaon,Rent
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Shewrapara , Dhaka",75.00 Lac,Residential Plot,https://www.bdhousing.com/details/245759/3-katha-ready-residential-plot-sale-shewrapara,Sale
"Security,Lift,WASA connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Fire Protection",950 sqft,2,02,03,"Basabo , Dhaka",2 Month Deposit + 1st Mo. Ren,Apartment/Flats,https://www.bdhousing.com/details/244879/950-sqft-3-beds-apartment-flats-for-rent-at-basabo,Rent
,1200 sqft,No balcony,01,01,"Adabor , Dhaka",20000,Apartment/Flats,https://www.bdhousing.com/details/244098/1200-sqft-1-bed-apartment-flats-for-rent-at-adabor,Rent
"Security,Lift,Fire exit,WASA connection,Gas Connection,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Fire Protection",1467 sqft,4,03,03,"Mohammadpur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244058/1467sft-flat-sale,Sale
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Satellite or cable TV,Garden,Servent Room,Servent Toilet",1695 sqft,3,03,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243194/1695-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1300 sqft,2,03,03,"Pirerbag , Dhaka",67.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/245660/1300-sqft-3-beds-ready-apartment-flats-sale-pirerbag,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Electricity,Generator,Telephone line,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Guest Parking,Servent Toilet,Fire Protection",1750 sqft,3,04,04,"Mohammadpur , Dhaka",99.75 Lac,Apartment/Flats,https://www.bdhousing.com/details/243757/1750-sqft-ready-apartment-flats-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Guest Parking,Fire Protection",20 sqft,,,,"Kakrail , Dhaka",13.00 Lac,Industrial Space,https://www.bdhousing.com/details/245379/hotel-okada-international-three-star-hotel-share-sales,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Garden,Solar panels,Servent Room,Servent Toilet",1400 sqft,4,04,03,"Mohammadpur , Dhaka",75.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/245060/3-beds-almost-ready-apartment-flats-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1300 sqft,2,03,03,"Pirerbag , Dhaka",74.80 Lac,Apartment/Flats,https://www.bdhousing.com/details/245763/ready-apartment-flats-sale-pirerbag,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Gas Connection,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Electronic security,Solar panels,Servent Toilet",3322 sqft,6,05,05,"Banani , Dhaka",4.15 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245590/3322-sqft-5-beds-ready-duplex-apartment-for-sale-at-banani,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Shewrapara , Dhaka",75.00 Lac,Residential Plot,https://www.bdhousing.com/details/245657/3-katha-used-residential-plot-for-sale-at-shewrapara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1920 sqft,4,04,03,"Mirpur 6 , Dhaka",1.50 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245652/1920-sqft-3-beds-ready-apartment-flats-for-sale-at-mirpur-6,Sale
,2700 sqft,5,05,04,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245610/2700-sqft-4-beds-apartment-flats-sale-savar,Sale
"Lift,WASA connection,Self Water supply,Electricity,Generator",900 sqft,1,03,03,"Mirpur 14 , Dhaka",0,Apartment/Flats,https://www.bdhousing.com/details/244536/900-sqft-3-beds-ready-apartment-flats-sale,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Inter com,CCTV,Security Alarm System,Fire Protection",1535 sqft,1,03,03,"Khulshi , Chittagong",62.17 Lac,Apartment/Flats,https://www.bdhousing.com/details/244131/1535-sqft-3-beds-ready-apartment-flats-for-sale-at-khulshi,Sale
"Security,Lakes",4500 Katha,,,,"Bandar , Chittagong",,Agriculture/Farm Land,https://www.bdhousing.com/details/244688/4500-katha-ready-agriculture-farm-land-sale-bandar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Savar , Dhaka",20.00 Lac,Residential Plot,https://www.bdhousing.com/details/235395/3-katha-ready-residential-plot-for-sale-at-savar,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Inter com,CCTV,Wi-Fi connectivity",1200 sqft,2,03,03,"Keraniganj , Dhaka",24.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/244472/1200-sqft-3-beds-upcoming-apartment-flats-sale-keraniganj,Sale
"Security,Lift,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,CCTV,Wi-Fi connectivity,Satellite or cable TV,Servent Room,Servent Toilet,Fire Protection",1475 sqft,3,04,03,"Moghbazar , Dhaka",1.00 Cr.,Apartment/Flats,https://www.bdhousing.com/details/244654/1475-sqft-3-beds-used-apartment-flats-sale-moghbazar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2197 sqft,3,05,04,"Bashundhara R/A , Dhaka",2.08 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245257/4-beds-apartment-flats-sale-bashundhara,Sale
"Security,Lift,WASA connection,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,Satellite or cable TV,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",2000 sqft,3,04,04,"Bashundhara R/A , Dhaka",1.90 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245526/2000-sft-south-face-apartments-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1912 sqft,1,03,03,"Eskaton , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/233109/1912-sqft-3-beds-under-construction-flats-for-sale-at-eskaton,Sale
"Mosque/Prayer Room,WASA connection,Self Water supply,Gas Connection,Cylinder Gas,Electricity,Guest Parking",6753 sqft,6,06,06,"Mohammadpur , Dhaka",,Independent House,https://www.bdhousing.com/details/245183/sale-in-residential-mohammadpur,Sale
"Security,Lift,Fire exit,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Guest Parking,Servent Room,Servent Toilet,Fire Protection",4900 sqft,,06,06,"Mohammadpur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243664/4900-sqft-6-beds-used-apartment-flats-for-sale-at-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",6660 sqft,,01,01,"Dhanmondi , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245587/6660-sqft-1-bed-under-construction-apartment-flats-for-sale-at-dhanmondi,Sale
,1325 sqft,3,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244574/2700-sqft-4-beds-under-construction-apartment-flats-for-sale-at-savar,Sale
"Security,WASA connection,Gas Connection,Electricity,CCTV,Wi-Fi connectivity,Satellite or cable TV,Electronic security,Garden,Guest Parking,Servent Toilet",1200 sqft,2,02,03,"Rupnagar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245331/600-sqft-2-beds-ready-apartment-flats-for-sale-at-rupnagar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1250 sqft,2,03,03,"Keraniganj , Dhaka",38.88 Lac,Apartment/Flats,https://www.bdhousing.com/details/243721/%E0%A6%AB-%E0%A6%B2-%E0%A6%AF-%E0%A6%9F-%E0%A6%89%E0%A6%A0-%E0%A6%93-%E0%A6%95-%E0%A6%B8-%E0%A6%A4-%E0%A6%9A-%E0%A6%B2-%E0%A6%A4-%E0%A6%AA-%E0%A6%B0%E0%A6%AC-%E0%A6%A8,Sale
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Fire Protection",1300 sqft,3,03,03,"Rupnagar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243275/1299-sqft-3-beds-under-construction-apartment-flats-for-sale-at-mirpur-2,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Solar panels,Guest Parking",750 sqft,,02,02,"Banasree , Dhaka",41.25 Lac,Apartment/Flats,https://www.bdhousing.com/details/244750/750-sqft-2-beds-used-apartment-flats-sale-banasree,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Satellite or cable TV,Garden,Solar panels,Fire Protection",1850 sqft,3,03,03,"Lalmatia , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245573/1850-sqft-3-beds-ready-apartment-flats-sale-lalmatia,Sale
,1750 sqft,4,04,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244573/1750-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
,1350 sqft,4,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244575/1350-sqft-3-beds-under-construction-apartment-flats-for-sale-at-savar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1912 sqft,1,03,03,"Niketon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/233114/1912-sqft-3-4-beds-under-construction-apartment-sale-at-niketon,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2795 sqft,2,03,03,"Baridhara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/230617/2795-sqft-3-beds-under-construction-flat-for-sale-at-baridhara,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",30.00 Lac,Residential Plot,https://www.bdhousing.com/details/244320/3-katha-ready-residential-plot-for-sale-at-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2070 sqft,3,02,04,"Niketon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/230638/2070-sqft-4-beds-under-construction-flat-for-sale-at-niketon,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",20 Katha,,,,"Keraniganj , Dhaka",75.00 Lac,Commercial Plot,https://www.bdhousing.com/details/244317/20-katha-ready-commercial-plot-for-sale-at-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1550 sqft,3,04,03,"Uttara , Dhaka",88.35 Lac,Apartment/Flats,https://www.bdhousing.com/details/245019/1550-sqft-3-beds-ready-apartment-flats-for-sale-at-uttara-10,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Purbachal , Dhaka",95.00 Lac,Residential Plot,https://www.bdhousing.com/details/240346/3-katha-ready-residential-plot-for-sale-at-purbachal,Sale
